Training History
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3745
Val_SSIM: 0.955717

Epoch 922:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3261
Val_SSIM: 0.956644

Epoch 923:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3880
Val_SSIM: 0.954613

Epoch 924:
G_Loss: 0.012012
D_Loss: 2.000000
Val_PSNR: 36.3295
Val_SSIM: 0.956381

Epoch 925:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3881
Val_SSIM: 0.957730

Epoch 926:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3190
Val_SSIM: 0.955683

Epoch 927:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3689
Val_SSIM: 0.956740

Epoch 928:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.4068
Val_SSIM: 0.955709

Epoch 929:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3750
Val_SSIM: 0.955850

Epoch 930:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3414
Val_SSIM: 0.957249

Epoch 931:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.2721
Val_SSIM: 0.956972

Epoch 932:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3922
Val_SSIM: 0.955303

Epoch 933:
G_Loss: 0.012006
D_Loss: 2.000000
Val_PSNR: 36.3884
Val_SSIM: 0.955098

Epoch 934:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3708
Val_SSIM: 0.957398

Epoch 935:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3620
Val_SSIM: 0.956887

Epoch 936:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.4018
Val_SSIM: 0.955374

Epoch 937:
G_Loss: 0.012006
D_Loss: 2.000000
Val_PSNR: 36.3352
Val_SSIM: 0.956716

Epoch 938:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3616
Val_SSIM: 0.957212

Epoch 939:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3934
Val_SSIM: 0.951222

Epoch 940:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3857
Val_SSIM: 0.957354

Epoch 941:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.4052
Val_SSIM: 0.955043

Epoch 942:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3900
Val_SSIM: 0.953231

Epoch 943:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3774
Val_SSIM: 0.955009

Epoch 944:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3994
Val_SSIM: 0.955590

Epoch 945:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3612
Val_SSIM: 0.956774

Epoch 946:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3976
Val_SSIM: 0.953978

Epoch 947:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.4154
Val_SSIM: 0.955236

Epoch 948:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3415
Val_SSIM: 0.955881

Epoch 949:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3710
Val_SSIM: 0.956516

Epoch 950:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3558
Val_SSIM: 0.954838

Epoch 951:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3227
Val_SSIM: 0.956904

Epoch 952:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3781
Val_SSIM: 0.955517

Epoch 953:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3672
Val_SSIM: 0.955784

Epoch 954:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3096
Val_SSIM: 0.957437

Epoch 955:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.2802
Val_SSIM: 0.957059

Epoch 956:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3564
Val_SSIM: 0.954889

Epoch 957:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3792
Val_SSIM: 0.956646

Epoch 958:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3770
Val_SSIM: 0.954310

Epoch 959:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3634
Val_SSIM: 0.957369

Epoch 960:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3036
Val_SSIM: 0.955867

Epoch 961:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3222
Val_SSIM: 0.956404

Epoch 962:
G_Loss: 0.012000
D_Loss: 2.000000
Val_PSNR: 36.3717
Val_SSIM: 0.956085

Epoch 963:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3448
Val_SSIM: 0.955925

Epoch 964:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.4020
Val_SSIM: 0.955396

Epoch 965:
G_Loss: 0.012006
D_Loss: 2.000000
Val_PSNR: 36.3685
Val_SSIM: 0.956692

Epoch 966:
G_Loss: 0.012002
D_Loss: 2.000000
Val_PSNR: 36.3137
Val_SSIM: 0.956763

Epoch 967:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3890
Val_SSIM: 0.958014

Epoch 968:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3847
Val_SSIM: 0.956518

Epoch 969:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3182
Val_SSIM: 0.956723

Epoch 970:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.3371
Val_SSIM: 0.956395

Epoch 971:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3452
Val_SSIM: 0.958123

Epoch 972:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3662
Val_SSIM: 0.956579

Epoch 973:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3990
Val_SSIM: 0.957534

Epoch 974:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3969
Val_SSIM: 0.955280

Epoch 975:
G_Loss: 0.012005
D_Loss: 2.000000
Val_PSNR: 36.4110
Val_SSIM: 0.953638

Epoch 976:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3343
Val_SSIM: 0.956606

Epoch 977:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3748
Val_SSIM: 0.954534

Epoch 978:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3980
Val_SSIM: 0.955995

Epoch 979:
G_Loss: 0.012002
D_Loss: 2.000000
Val_PSNR: 36.3752
Val_SSIM: 0.958013

Epoch 980:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3870
Val_SSIM: 0.955190

Epoch 981:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3719
Val_SSIM: 0.955073

Epoch 982:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3402
Val_SSIM: 0.956893

Epoch 983:
G_Loss: 0.011999
D_Loss: 2.000000
Val_PSNR: 36.3808
Val_SSIM: 0.956949

Epoch 984:
G_Loss: 0.012002
D_Loss: 2.000000
Val_PSNR: 36.3318
Val_SSIM: 0.957188

Epoch 985:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.3769
Val_SSIM: 0.956724

Epoch 986:
G_Loss: 0.012004
D_Loss: 2.000000
Val_PSNR: 36.4001
Val_SSIM: 0.956504

Epoch 987:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.3989
Val_SSIM: 0.954559

Epoch 988:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3734
Val_SSIM: 0.955845

Epoch 989:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.3537
Val_SSIM: 0.956724

Epoch 990:
G_Loss: 0.012002
D_Loss: 2.000000
Val_PSNR: 36.3683
Val_SSIM: 0.957399

Epoch 991:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.3593
Val_SSIM: 0.957306

Epoch 992:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.3402
Val_SSIM: 0.956721

Epoch 993:
G_Loss: 0.011999
D_Loss: 2.000000
Val_PSNR: 36.3249
Val_SSIM: 0.957049

Epoch 994:
G_Loss: 0.011997
D_Loss: 2.000000
Val_PSNR: 36.3873
Val_SSIM: 0.957422

Epoch 995:
G_Loss: 0.011999
D_Loss: 2.000000
Val_PSNR: 36.3729
Val_SSIM: 0.957733

Epoch 996:
G_Loss: 0.012003
D_Loss: 2.000000
Val_PSNR: 36.3395
Val_SSIM: 0.957223

Epoch 997:
G_Loss: 0.012002
D_Loss: 2.000000
Val_PSNR: 36.3923
Val_SSIM: 0.956605

Epoch 998:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.4074
Val_SSIM: 0.954942

Epoch 999:
G_Loss: 0.012000
D_Loss: 2.000000
Val_PSNR: 36.3923
Val_SSIM: 0.955107

Epoch 1000:
G_Loss: 0.012001
D_Loss: 2.000000
Val_PSNR: 36.3828
Val_SSIM: 0.955667


Final Metrics
=============

Set5:
PSNR: 35.1249
SSIM: 0.928371

Set14:
PSNR: 30.5217
SSIM: 0.892741

